id	text	property	subject	object
0	Hepburn began to act while studying at Bryn Mawr College	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Katharine_Hepburn	http://dbpedia.org/resource/Bryn_Mawr_College
1	Smith was born in Edinburgh and educated at George Heriot's School, Edinburgh and the University of Edinburgh	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Brian_Smith_(bishop)	http://dbpedia.org/resource/University_of_Edinburgh
2	Millikan graduated from Oberlin College in 1891 and obtained his doctorate at Columbia University	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Robert_Andrews_Millikan	http://dbpedia.org/resource/Columbia_University
3	Millikan graduated from Oberlin College	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Robert_Andrews_Millikan	http://dbpedia.org/resource/Oberlin_College
4	Arrhenius equation, Arrhenius definition of an acid, lunar crater Arrhenius, the mountain of Arrheniusfjellet and the Arrhenius Labs at Stockholm University	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Svante_Arrhenius	http://dbpedia.org/resource/Stockholm_University
5	Rodolfo Campo Soto (born August 15, 1942) is a Colombian politician and Mechanical engineer from the Pontifical Bolivarian University	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Rodolfo_Campo_Soto	http://dbpedia.org/resource/Pontifical_Bolivarian_University
6	Bloomberg also served as Chairman of the Board of Trustees at his alma mater, Johns Hopkins University	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Michael_Bloomberg	http://dbpedia.org/resource/Johns_Hopkins_University
7	Agnew was born in Baltimore, Maryland, and was a graduate of Johns Hopkins University	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Spiro_Agnew	http://dbpedia.org/resource/Johns_Hopkins_University
8	Morgan received his Ph.D. from Johns Hopkins University	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Thomas_Hunt_Morgan	http://dbpedia.org/resource/Johns_Hopkins_University
9	Weller was born and grew up in Ann Arbor, Michigan, and then went to the University of Michigan	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Thomas_Huckle_Weller	http://dbpedia.org/resource/University_of_Michigan
10	Raman Sundrum did his undergraduate studies at University of Sydney	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Raman_Sundrum	http://dbpedia.org/resource/University_of_Sydney
11	Aitchison was appointed as senior lecturer in Communications Engineering at the University of Sydney	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Ronald_Ernest_Aitchison	http://dbpedia.org/resource/University_of_Sydney
