id	text	property	subject	object
0	Stuart Duncan Davies CBE FEng FRAeS (5 December 1906 – 22 January 1995) was a British aerospace engineer who was in charge of the design of the Avro Vulcan	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Stuart_Davies_(engineer)	http://dbpedia.org/resource/Avro
1	Michael Elkins (born New York, USA, 22 January 1917, died Jerusalem, Israel, 10 March 2001) was an American broadcaster and journalist who worked for the American network, CBS	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Michael_Elkins	http://dbpedia.org/resource/CBS
2	Jim Lanzone (born January 20, 1971) is an American businessman and the current president and CEO of CBS Interactive, which operates key websites including CNET, CBS.com, GameSpot, CBS News, Metacritic, CBS Sports	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Jim_Lanzone	http://dbpedia.org/resource/CBS
3	Jim Lanzone (born January 20, 1971) is an American businessman and the current president and CEO of CBS Interactive, which operates key websites including CNET, CBS.com, GameSpot, CBS News	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Jim_Lanzone	http://dbpedia.org/resource/CBS
4	Jim Lanzone (born January 20, 1971) is an American businessman and the current president and CEO of CBS Interactive, which operates key websites including CNET, CBS.com	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Jim_Lanzone	http://dbpedia.org/resource/CBS
5	Wrede participated in developing of Valmet tractors	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Gustaf_Wrede	http://dbpedia.org/resource/Valmet
6	Dionisio Loya Plancarte (born 21 October 1955) is a Mexican drug lord and high-ranking leader of the Knights Templar Cartel	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Dionisio_Loya_Plancarte	http://dbpedia.org/resource/Knights_Templar_Cartel
7	Jacqui Hurley (born 1984, in County Cork) is an Irish athlete, sports manager, sports broadcaster and chat show host employed by Raidió Teilifís Éireann	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Jacqui_Hurley	http://dbpedia.org/resource/Raidió_Teilifís_Éireann
8	Joe" Duffy (born 27 January 1956) is an Irish broadcaster employed by Raidió Teilifís Éireann	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Joe_Duffy	http://dbpedia.org/resource/Raidió_Teilifís_Éireann
9	Nachev has been a conductor with Shen Yun Performing Arts	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Milen_Nachev	http://dbpedia.org/resource/Shen_Yun_Performing_Arts
