id	text	property	subject	object
0	Jacqueline Anne Noonan is a pediatric cardiologist	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Jacqueline_Noonan	http://dbpedia.org/resource/Cardiologist
1	Ah Toy (Cantonese: 亞彩/阿台 Aa3 Coi2; c. 1828–1928) was a Cantonese-born American prostitute	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Ah_Toy	http://dbpedia.org/resource/Prostitute
2	de Leon-Rivera was (born August 22, 1979), more famously known as Angelu de Leon, is a Filipina television	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Angelu_de_Leon	http://dbpedia.org/resource/Television
3	Asa Kasher (Hebrew: אסא כשר‎‎, born on June 6, 1940) is an Israeli philosopher	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Asa_Kasher	http://dbpedia.org/resource/Philosopher
4	Cha Katō (加藤 茶, かとう ちゃ, カトウ チャ) (born 1 March 1943, Fukushima, Fukushima), also known as Kato-chan, is a male Japanese comedian	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Cha_Katō	http://dbpedia.org/resource/Comedian
5	Dan Resin (February 22, 1931 – July 31, 2010) was an American actor	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Dan_Resin	http://dbpedia.org/resource/Actor
6	Donald Dinnie (1837–1916) was a Scottish strongman	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Donald_Dinnie	http://dbpedia.org/resource/Strongman
7	Agar-Robartes having been killed in the First World War) of Thomas Agar-Robartes, 6th Viscount Clifden	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Francis_Agar-Robartes,_7th_Viscount_Clifden	http://dbpedia.org/resource/Clifden
8	Kashpir Ganusov (Russian: Кашпир Ганусов) was a Russian bellmaker	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Kashpir_Ganusov	http://dbpedia.org/resource/Bellmaker
9	Kathleen Chalfant (born January 14, 1945) is an American actress	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Kathleen_Chalfant	http://dbpedia.org/resource/Actress
10	Kevin Burkhardt (born March 2, 1974) is an American sportscaster	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Kevin_Burkhardt	http://dbpedia.org/resource/Sportscaster
11	Lee Deok-hwa (born May 8, 1952) is a South Korean actor	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Lee_Deok-hwa	http://dbpedia.org/resource/Actor
12	Alan, rather than his first to avoid confusion with Peter Seaby, also a popular author	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Peter_Alan_Rayner	http://dbpedia.org/resource/Author
13	Roger Murray-Leach (born 25 June 1943) is a British Production Designer	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Roger_Murray-Leach	http://dbpedia.org/resource/Designer
14	Sam" Levinson (born 1985) is an American actor	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Sam_Levinson	http://dbpedia.org/resource/Actor
15	Sima Tan had begun the Records of the Grand Historian	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Sima_Tan	http://dbpedia.org/resource/Historian
16	Sima Tan had begun the Records of the Grand Historian	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Sima_Tan	http://dbpedia.org/resource/Historian
17	Trond Georg Kirkvaag (21 June 1946 – 16 November 2007) was a Norwegian comedian	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Trond_Kirkvaag	http://dbpedia.org/resource/Comedian
18	Una McLean MBE (born 1 May 1930 in Strathaven, Scotland) is a British actress	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Una_McLean	http://dbpedia.org/resource/Actress
19	Waliur Rahman Bhuiyan, OBE (born 2 July 1952) is a Bangladeshi businessman	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Waliur_Rahman_Bhuiyan	http://dbpedia.org/resource/Businessman
