id	text	property	subject	object
0	She was the youngest surviving daughter of George II of Great Britain and Caroline of Ansbach.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Louise_of_Great_Britain	http://dbpedia.org/resource/Caroline_of_Ansbach
1	She is the daughter of Marcello Mastroianni and Catherine Deneuve.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chiara_Mastroianni	http://dbpedia.org/resource/Catherine_Deneuve
2	Francis III of Brittany (Breton: Frañsez; French: François; 28 February 1518, in Amboise – 10 August 1536) was Duke of Brittany and Dauphin of Viennois as the first son and heir of King Francis I of France and Duchess Claude of Brittany.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Francis_III,_Duke_of_Brittany	http://dbpedia.org/resource/Francis_I_of_France
3	Princess Margaret, Countess of Snowdon, CI, GCVO, GCStJ (Margaret Rose; 21 August 1930 – 9 February 2002), often known as a child as Princess Margaret Rose but later simply as Princess Margaret, was the younger daughter of King George VI and Queen Elizabeth, and the only sibling of Queen Elizabeth II.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Princess_Margaret,_Countess_of_Snowdon	http://dbpedia.org/resource/George_VI
4	Alaa Mubarak (Arabic: علاء مبارك‎‎  IPA: [ʕæˈlæːʔ moˈbɑːɾɑk]) (born 26 November 1960 in Cairo) is an Egyptian businessman and the elder of two sons of Hosni Mubarak the former President of Egypt who served from 1981 to 2011, and his wife Suzanne Mubarak.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Alaa_Mubarak	http://dbpedia.org/resource/Hosni_Mubarak
5	John of Gaunt, 1st Duke of Lancaster, KG (6 March 1340 – 3 February 1399) was a member of the House of Plantagenet, the third of four surviving sons of King Edward III of England and Philippa of Hainault.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/John_of_Gaunt	http://dbpedia.org/resource/Philippa_of_Hainault
6	Anne Neville (11 June 1456 – 16 March 1485) was an English queen, the daughter of Richard Neville, 16th Earl of Warwick (the "Kingmaker").	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Anne_Neville	http://dbpedia.org/resource/Richard_Neville,_16th_Earl_of_Warwick
7	Cnut's father was Sweyn Forkbeard, King of Denmark (which gave Cnut the patronym Sweynsson, Old Norse Sveinsson).	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Cnut_the_Great	http://dbpedia.org/resource/Sweyn_Forkbeard
8	A member of the Ottonian dynasty, Otto III was the only son of the Emperor Otto II and his wife Theophanu.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Otto_III,_Holy_Roman_Emperor	http://dbpedia.org/resource/Theophanu
9	A member of the Flavian dynasty, Titus succeeded his father Vespasian upon his death, thus becoming the first Roman Emperor to come to the throne after his own biological father.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Titus	http://dbpedia.org/resource/Vespasian
10	A son of the Varangian Grand Prince Vladimir the Great, he was vice-regent of Novgorod at the time of his father's death in 1015.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Yaroslav_the_Wise	http://dbpedia.org/resource/Vladimir_the_Great
11	Parker Bowles is the son of Camilla, Duchess of Cornwall and Andrew Parker Bowles.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Tom_Parker_Bowles	http://dbpedia.org/resource/Andrew_Parker_Bowles
12	Charles Howard, 11th Duke of Norfolk (15 March 1746 – 16 December 1815), styled Earl of Surrey from 1777 to 1786, was a British peer, the son of Charles Howard, 10th Duke of Norfolk and Catherine Brockholes.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Charles_Howard,_11th_Duke_of_Norfolk	http://dbpedia.org/resource/Charles_Howard,_10th_Duke_of_Norfolk
13	She was the second eldest daughter of Count Christian Frederick of Stolberg-Wernigerode and his wife Auguste Eleonore of Stolberg-Stolberg.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Louise_of_Stolberg-Wernigerode	http://dbpedia.org/resource/Christian_Frederick_of_Stolberg-Wernigerode
14	Sippy's father was producer G. P. Sippy.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Ramesh_Sippy	http://dbpedia.org/resource/G._P._Sippy
15	Mason was the grandfather of George Mason IV, a Founding Father of the United States.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/George_Mason_II	http://dbpedia.org/resource/George_Mason_I
16	Mason was the eldest son of planter and businessman George Mason V and grandson of United States patriot, statesman, and delegate from Virginia to the United States Constitutional Convention, George Mason.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/George_Mason_VI	http://dbpedia.org/resource/George_Mason_V
17	Count Christian Frederick of Stolberg-Wernigerode (German: Christian Friedrich (Graf) zu Stolberg-Wernigerode; 8 January 1746, Wernigerode Castle – 26 May 1824, Peterwaldau) was the only son of Count Henry Ernest of Stolberg-Wernigerode, whom he succeeded as ruler of the County of Wernigerode in 1778.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Christian_Frederick_of_Stolberg-Wernigerode	http://dbpedia.org/resource/Henry_Ernest_of_Stolberg-Wernigerode
18	Watling was born at Fulmer, Buckinghamshire, the daughter of actors Jack Watling and Patricia Hicks.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Deborah_Watling	http://dbpedia.org/resource/Jack_Watling
19	Dykstra was born in Los Angeles, California, and is the daughter of John Dykstra.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chloe_Dykstra	http://dbpedia.org/resource/John_Dykstra
20	Princess Louise of Prussia (German: Luise Auguste Wilhelmine Amalie von Preußen, 1 February 1808, in Königsberg or Berlin – 6 December 1870, in Pauw Haus, Wassenaar) was the third surviving daughter and ninth child of Frederick William III of Prussia and Louise of Mecklenburg-Strelitz.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Princess_Louise_of_Prussia_(1808–1870)	http://dbpedia.org/resource/Louise_of_Mecklenburg-Strelitz
21	He was the son of Charles, Count of Angoulême, and Louise of Savoy.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Francis_I_of_France	http://dbpedia.org/resource/Louise_of_Savoy
22	She was the only surviving child of Charles XV of Sweden and his consort, Louise of the Netherlands.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Louise_of_Sweden	http://dbpedia.org/resource/Louise_of_the_Netherlands
23	Oleg Voronin (born November 4, 1962, Criuleni) is a businessperson and the son of former Moldovan president Vladimir Voronin.	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Oleg_Voronin	http://dbpedia.org/resource/Vladimir_Voronin
24	John Lok was the son of Sir William Lok, great-great-great-grandfather of the philosopher John Locke (1632–1704).	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/John_Lok	http://dbpedia.org/resource/William_Lok
