id	text	property	subject	object
0	Carlo Rubbia, OMRI, OMCA (born 31 March 1934) is an Italian particle physicist and inventor who shared the Nobel Prize in Physics in 1984 with Simon van der Meer for work leading to the discovery of the W and Z particles at CERN.	http://dbpedia.org/ontology/award	http://dbpedia.org/resource/Carlo_Rubbia	http://dbpedia.org/resource/Nobel_Prize_in_Physics
1	Kao, known as the "Godfather of Broadband", "Father of Fiber Optics" or "Father of Fiber Optic Communications", was jointly awarded the 2009 Nobel Prize in Physics for "groundbreaking achievements concerning the transmission of light in fibers for optical communication".	http://dbpedia.org/ontology/award	http://dbpedia.org/resource/Charles_K._Kao	http://dbpedia.org/resource/Nobel_Prize_in_Physics
2	Barbara McClintock (June 16, 1902 – September 2, 1992) was an American scientist and cytogeneticist who was awarded the 1983 Nobel Prize in Physiology or Medicine.	http://dbpedia.org/ontology/award	http://dbpedia.org/resource/Barbara_McClintock	http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine
3	Emil von Behring (Emil Adolf von Behring), as Emil Adolf Behring born (15 March 1854 – 31 March 1917) was a German physiologist who received the 1901 Nobel Prize in Physiology or Medicine, the first one awarded, for his discovery of a diphtheria antitoxin.	http://dbpedia.org/ontology/award	http://dbpedia.org/resource/Emil_von_Behring	http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine
4	Thomas Hunt Morgan (September 25, 1866 – December 4, 1945) was an American evolutionary biologist, geneticist, embryologist, and science author who won the Nobel Prize in Physiology or Medicine in 1933 for discoveries elucidating the role that the chromosome plays in heredity.	http://dbpedia.org/ontology/award	http://dbpedia.org/resource/Thomas_Hunt_Morgan	http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine
5	Described as “the most important social scientist in the past 50 years” by the New York Times, Becker was awarded the Nobel Memorial Prize in Economic Sciences in 1992 and received the United States Presidential Medal of Freedom in 2007.	http://dbpedia.org/ontology/award	http://dbpedia.org/resource/Gary_Becker	http://dbpedia.org/resource/Nobel_Memorial_Prize_in_Economic_Sciences
6	Sir John Richard Nicholas Stone (30 August 1913 – 6 December 1991) was an eminent British economist, educated at Westminster School, Cambridge University (Caius and King's), who in 1984 received the Nobel Memorial Prize in Economic Sciences for developing an accounting model that could be used to track economic activities on a national and, later, an international scale.	http://dbpedia.org/ontology/award	http://dbpedia.org/resource/Richard_Stone	http://dbpedia.org/resource/Nobel_Memorial_Prize_in_Economic_Sciences
7	Ivo Andrić (Serbian Cyrillic: Иво Андрић, pronounced [ǐːʋɔ ǎːndritɕ]; born Ivan Andrić; 9 October 1892 – 13 March 1975) was a Yugoslav novelist, poet and short story writer who won the Nobel Prize in Literature in 1961.	http://dbpedia.org/ontology/award	http://dbpedia.org/resource/Ivo_Andrić	http://dbpedia.org/resource/Nobel_Prize_in_Literature
8	José de Sousa Saramago, GColSE (Portuguese: [ʒuˈzɛ ðɨ ˈsozɐ sɐɾɐˈmaɣu]; 16 November 1922 – 18 June 2010), was a Portuguese writer and recipient of the 1998 Nobel Prize in Literature.	http://dbpedia.org/ontology/award	http://dbpedia.org/resource/José_Saramago	http://dbpedia.org/resource/Nobel_Prize_in_Literature
9	Paul Thomas Mann (German: [paʊ̯l toːmas man]; 6 June 1875 – 12 August 1955) was a German novelist, short story writer, social critic, philanthropist, essayist, and the 1929 Nobel Prize in Literature laureate.	http://dbpedia.org/ontology/award	http://dbpedia.org/resource/Thomas_Mann	http://dbpedia.org/resource/Nobel_Prize_in_Literature
