id	text	property	subject	object
0	Theodoret of Cyrus or Cyrrhus (Greek: Θεοδώρητος Κύρρου; c. AD 393 – c. 458/466) was an influential theologian of the School of Antioch, biblical commentator, and Christian bishop of Cyrrhus (423–457).	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Theodoret	http://dbpedia.org/resource/Antioch
1	Doron Zeilberger (דורון ציילברגר, born 2 July 1950 in Haifa, Israel) is an Israeli mathematician, known for his work in combinatorics.	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Doron_Zeilberger	http://dbpedia.org/resource/Haifa
2	Painter Menachem Gueffen was born to Polish parents in 1930 in Haifa, Israel.	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Menachem_Gueffen	http://dbpedia.org/resource/Haifa
3	Another Israeli music critic, David Peretz, one of the first to hear Weiss' songs, said it was like discovering Billie Holiday or Björk in Ashkelon, her hometown.	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Ruth_Dolores_Weiss	http://dbpedia.org/resource/Ashkelon
4	Born in Espoo, Puustinen began his career with FC Kasiysi at the age of eight in 1995, before signing for FC Espoo in 2000.	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Jami_Puustinen	http://dbpedia.org/resource/Espoo
5	Teemu Eronen (born 22 November 1990 in Vantaa, Finland) is a professional ice hockey defenceman.	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Teemu_Eronen	http://dbpedia.org/resource/Vantaa
6	Naeh was born in Hebron.	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Avraham_Chaim_Naeh	http://dbpedia.org/resource/Hebron
7	Asao played in Hapoel Ashkelon, Bnei Yehuda and Hapoel Ramat Gan, among others, before having to retire through injury in 2011.	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Eliran_Asao	http://dbpedia.org/resource/Ashkelon
8	Eyal Tartazky (Hebrew:אייל טרטצקי ;born September 13, 1977) is an Israeli footballer currently playing for F.C. Haifa.	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Eyal_Tartazky	http://dbpedia.org/resource/Haifa
9	Eyal Weizman (born 1970 in Haifa) is an Israeli intellectual and architect.	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Eyal_Weizman	http://dbpedia.org/resource/Haifa
