id	text	property	subject	object
0	His charm and culture earned him the title "the first gentleman of England", but his poor relationship with both his father and his wife, Caroline of Brunswick, and his dissolute way of life, earned him the contempt of the people and dimmed the prestige of the monarchy.	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/George_IV_of_the_United_Kingdom	http://dbpedia.org/resource/Caroline_of_Brunswick
1	During this period, Lombard married "the King of Hollywood", Clark Gable, and the pair was treated in the media as a celebrity supercouple.	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Carole_Lombard	http://dbpedia.org/resource/Clark_Gable
2	Burton remains closely associated in the public consciousness with his second wife, actress Elizabeth Taylor.	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Richard_Burton	http://dbpedia.org/resource/Elizabeth_Taylor
3	1432 – 17 February 1461) was a Lancastrian knight, the first husband of Elizabeth Woodville who later married King Edward IV of England, and great-great-grandfather of Lady Jane Grey.	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/John_Grey_of_Groby	http://dbpedia.org/resource/Elizabeth_Woodville
4	Harriet Constance (1800–1854), most commonly known as Harriet Smithson, who also went by Henrietta Constance Smithson, Harriet Smithson Berlioz, and Miss H.C. Smithson, was a famous Shakespearean actress, who is best known as the first wife and muse of Hector Berlioz.	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Harriet_Smithson	http://dbpedia.org/resource/Hector_Berlioz
5	To the public at the time, Leigh was strongly identified with her second husband Laurence Olivier, to whom she was married from 1940 to 1960.	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Vivien_Leigh	http://dbpedia.org/resource/Laurence_Olivier
6	Discontent among the members of France's middle and lower classes resulted in strengthened opposition to the French aristocracy and to the absolute monarchy, of which Louis and his wife, queen Marie Antoinette, were viewed as representatives.	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Louis_XVI_of_France	http://dbpedia.org/resource/Marie_Antoinette
7	Yekaterina I Alekseyevna, born Polish: Marta Helena Skowrońska, later known as Marta Samuilovna Skavronskaya; 15 April [O.S. 5 April] 1684 – 17 May [O.S. 6 May] 1727) was the second wife of Peter the Great and Empress of Russia from 1725 until her death.	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Catherine_I_of_Russia	http://dbpedia.org/resource/Peter_the_Great
8	During the filming, Taylor and co-star Richard Burton began having an extramarital affair which caused a scandal.	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Elizabeth_Taylor	http://dbpedia.org/resource/Richard_Burton
9	Hughes was married to American poet Sylvia Plath from 1956 until her suicide in 1963 at the age of 30.	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Ted_Hughes	http://dbpedia.org/resource/Sylvia_Plath
10	Following relationships with Brad Pitt and Ben Affleck, Paltrow married Chris Martin, the lead vocalist of band Coldplay, in 2003; they have two children.	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Gwyneth_Paltrow	http://dbpedia.org/resource/Chris_Martin
11	Dunnett married Dorothy Halliday on 17 September 1946; as Dorothy Dunnett she was a celebrated artist and historical novelist, author of the Lymond Chronicles and The House of Niccolo.	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Alastair_Dunnett	http://dbpedia.org/resource/Dorothy_Dunnett
12	Swan and Bates, that she was a few inches taller than her husband Martin Van Buren Bates who was 7'9" or 7'11"; she did not wear heeled shoes in photos with Martin because he was not fond of the fact she was taller than him.	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Anna_Haining_Bates	http://dbpedia.org/resource/Martin_Van_Buren_Bates
13	Dorothea of Brandenburg (1430/1431 – 10 November 1495) was Queen consort of Denmark (1445–1448 and 1449–1481), Norway (1445–1448 and 1450–1481), and Sweden (1447–1448 and 1457–1464) two times each by marriage to Christopher of Bavaria and Christian I of Denmark.	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Dorothea_of_Brandenburg	http://dbpedia.org/resource/Christian_I_of_Denmark
14	Maria Anna of Spain (18 August 1606 – 13 May 1646), Infanta of Spain, the youngest daughter of King Philip III of Spain and Margaret of Austria, was Holy Roman Empress and Queen of Hungary and Bohemia as the wife of Ferdinand III, Holy Roman Emperor.	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Maria_Anna_of_Spain	http://dbpedia.org/resource/Ferdinand_III,_Holy_Roman_Emperor
