id	text	property	subject	object
0	Mukubesa Mundia (born September 28, 1982), better known by his stage name Petersen Zagaze is a Zambian Reggae recording artist, record and producer from Lusaka, Zambia.	http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/Petersen_Zagaze	http://dbpedia.org/resource/Lusaka
1	Alexandre Amancio is Chief Creative Officer of Lune Rouge and Co-Founder of Reflector Entertainment Ltd., formerly a Creative Director of Assassin's Creed at Ubisoft Montreal.	http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/Alex_Amancio	http://dbpedia.org/resource/Montreal
2	Amancio joined the Ubisoft Montreal team in 2005 as Art Director.	http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/Alex_Amancio	http://dbpedia.org/resource/Montreal
3	Herbert Bernard Dixon, Sr. (born July 29, 1949), is a Democratic politician from Alexandria, Louisiana.	http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/Herbert_Dixon_(Louisiana_politician)	http://dbpedia.org/resource/Alexandria,_Louisiana
4	Gavin David Free (born 23 May 1988) is an English actor, entertainer, producer, and filmmaker currently living in Austin, Texas.	http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/Gavin_Free	http://dbpedia.org/resource/Austin,_Texas
5	Gavin David Free (born 23 May 1988) is an English actor, entertainer, producer, and filmmaker currently living in Austin, Texas.	http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/Gavin_Free	http://dbpedia.org/resource/Austin,_Texas
6	Carter Henry Harrison Jr. (April 23, 1860 – December 25, 1953) was an American politician who served as Mayor of Chicago, Illinois (1897–1905 and 1911–1915).	http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/Carter_Harrison_Jr.	http://dbpedia.org/resource/Chicago
7	Carter Henry Harrison Sr. (February 15, 1825 – October 28, 1893) was an American politician who served as mayor of Chicago, Illinois, from 1879 until 1887; he was subsequently elected to a fifth term in 1893 but was assassinated before completing his term.	http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/Carter_Harrison_Sr.	http://dbpedia.org/resource/Chicago
8	"Bathhouse" John Coughlin (August 15, 1860 – November 11, 1938) was an alderman of Chicago's First Ward from 1892 until his death.	http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/John_Coughlin_(alderman)	http://dbpedia.org/resource/Chicago
9	Along with Bathhouse John Coughlin and Hinky Dink Kenna, Powers was considered one of the leaders of the "Gray Wolves" of Chicago politics.	http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/John_Powers_(alderman)	http://dbpedia.org/resource/Chicago
10	Prior to heading to CPS, Huberman served as president of the Chicago Transit Authority.	http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/Ron_Huberman	http://dbpedia.org/resource/Chicago
11	Prior to heading to CPS, Huberman served as president of the Chicago Transit Authority.	http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/Ron_Huberman	http://dbpedia.org/resource/Chicago
12	Kahl was born in the municipality of Warwerort, in the Dithmarschen district of Germany, a region of the country that includes the city of Hamburg.	http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/Alfred_Kahl	http://dbpedia.org/resource/Hamburg
13	Herring also served as the honorary consul at the Consulate-General of Pakistan based in Houston; she is also the recipient of the Jinnah Medal, one of Pakistan's highest honors.	http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/Joanne_Herring	http://dbpedia.org/resource/Houston
14	Herring also served as the honorary consul at the Consulate-General of Pakistan based in Houston; she is also the recipient of the Jinnah Medal, one of Pakistan's highest honors.	http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/Joanne_Herring	http://dbpedia.org/resource/Houston
15	Moinuddin Aqeel (Urdu: معین الدین عقیل) (b. 25 June 1946) is an author, critic being a scholar of Urdu literature and [from Pakistan, who served the University of Karachi as Professor and chairman of Urdu department.	http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/Moinuddin_Aqeel	http://dbpedia.org/resource/Karachi
16	Curry first rose to prominence with his portrayal of Dr Frank-N-Furter in the 1975 cult film The Rocky Horror Picture Show, reprising the role he had originated in the 1973 London and 1974 Los Angeles stage productions of The Rocky Horror Show.	http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/Tim_Curry	http://dbpedia.org/resource/Los_Angeles
17	Darren R. Levine (born April 3, 1960 in Los Angeles, California, United States) is a martial artist, an entrepreneur, and a prosecutor for the Los Angeles County District Attorney's office.	http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/Darren_Levine	http://dbpedia.org/resource/Los_Angeles
18	Darren R. Levine (born April 3, 1960 in Los Angeles, California, United States) is a martial artist, an entrepreneur, and a prosecutor for the Los Angeles County District Attorney's office.	http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/Darren_Levine	http://dbpedia.org/resource/Los_Angeles
